NI9237:ch0[V/V],ch1[V/V],ch2[V/V]; NI9205: ch0[V],ch1[V],ch2[V].
-7.228020E-6	1.945874E-4	-1.004384E-5	1.790621E-2	1.820572E-2	9.927873E-1
2.679240E-5	2.713919E-4	-1.970408E-5	3.890361E-2	3.915862E-2	1.281779E+0
1.658401E-5	2.391055E-4	-1.633492E-5	3.994061E-2	4.011277E-2	1.287424E+0
7.102976E-6	2.004222E-4	-1.268766E-5	4.090682E-2	4.118959E-2	1.285698E+0
-1.457544E-6	1.381276E-4	-8.688214E-6	4.177466E-2	4.194231E-2	1.284150E+0
-5.640945E-6	5.560189E-5	-4.242209E-6	4.190318E-2	4.199116E-2	1.285894E+0
-5.553961E-6	-2.633578E-6	3.237032E-7	4.290120E-2	4.315006E-2	1.286227E+0
-3.642375E-6	-6.396734E-5	4.796723E-6	4.303552E-2	4.325370E-2	1.283827E+0
3.859651E-6	-1.463782E-4	9.062749E-6	4.484533E-2	4.503704E-2	1.278125E+0
1.422648E-5	-2.029086E-4	1.309039E-5	4.504345E-2	4.532073E-2	1.275829E+0
2.476609E-5	-2.385408E-4	1.667934E-5	4.478119E-2	4.506848E-2	1.274480E+0
3.601778E-5	-2.688961E-4	1.995814E-5	4.418900E-2	4.447858E-2	1.273088E+0
4.141860E-5	-2.804424E-4	2.133536E-5	4.388253E-2	4.407267E-2	1.264908E+0
-6.912746E-6	-1.945633E-4	9.551594E-6	2.356437E-2	2.373774E-2	1.267832E+0
-1.296976E-5	-1.834043E-4	8.242111E-6	1.608319E-2	1.614168E-2	1.268999E+0
